OriginInstruction,Instruction,Summary,Category,User story
"{""instruction"": ""Identify which car manufacturer is Japanese or American: RAM, Toyota Motor Corporation"", ""context"": """", ""response"": ""RAM is American, Toyota Motor Corporation is Japanese"", ""category"": ""classification""}","Definition: In this task, classify the listed car manufacturers as either Japanese or American based on their country of origin. Emphasis & Caution: - Things to avoid: -",Classify car manufacturers as Japanese or American.,Commonsense Classification,"As a task worker, I want to classify car manufacturers by origin to ensure accurate data organization in the task."
"{""instruction"": ""Which is a species of fish? Silver hake or Silverback"", ""context"": """", ""response"": ""Silver hake"", ""category"": ""classification""}","Definition: In this task, identify which of the given options is a species of fish. Emphasis & Caution: - Things to avoid: -",Determine which option represents a species of fish.,Commonsense Classification,"As a task worker, I want to identify which option is a species of fish to ensure accurate biological categorization."
"{""instruction"": ""Please classify the following as either cities or states: Chicago, Massachusetts, Boston, Alabama, Alaska, and Phoenix."", ""context"": """", ""response"": ""Chicago, Phoenix, and Boston are cities. Massachusetts, Alabama, and Alaska are states."", ""category"": ""classification""}","Definition: In this task, classify the given names as either cities or states. Emphasis & Caution: - Things to avoid: -",Determine whether each name is a city or a state.,Commonsense Classification,"As a task worker, I want to classify names as cities or states to ensure accurate geographical categorization."
"{""instruction"": ""Classify these items in my grocery bag as 'vegan' or 'not vegan'. Ground beef, almond butter, eggs, spinach, fava beans, barley, dates, milk, wild rice, cashew milk yoghurt, beef tongue, ghee, jalapenos"", ""context"": """", ""response"": ""Ground beef - not vegan\nalmond butter - vegan\neggs - not vegan\nspinach - vegan\nfava beans - vegan\nbarley - vegan \ndates - vegan\nmilk - not vegan \nwild rice - vegan \ncashew milk yoghurt - vegan \nbeef tongue - not vegan \nghee - not vegan \njalapenos - vegan"", ""category"": ""classification""}","Definition: In this task, classify the items in a grocery bag as either ""vegan"" or ""not vegan"" based on whether they meet vegan dietary standards. Emphasis & Caution: - Things to avoid: -",Categorize the grocery items as vegan or not vegan.,Commonsense Classification,"As a task worker, I want to classify grocery items by vegan status to ensure accurate dietary labeling."
"{""instruction"": ""Which of these movies are movies Kathryn Hahn starred in and which ones did Catherine Zeta-Jones star in: Afternoon Delight, We're the Millers, Bad Words, This is Where I Leave You, Traffic, Chicago, Intolerably Cruelty, Side Effects, Red 2"", ""context"": """", ""response"": ""Kathryn Hahn: Afternoon Delight, We're the Millers, Bad Words, This is Where I Leave You\nCatherine Zeta-Jones: Traffic, Chicago, Intolerably Cruelty, Side Effects, Red 2"", ""category"": ""classification""}","Definition: In this task, classify the given movies by the actress who starred in them, either Kathryn Hahn or Catherine Zeta-Jones. Emphasis & Caution: - Things to avoid: -",Assign each movie to the correct actress.,Entity Relation Classification,"As a task worker, I want to classify movies by their starring actresses to ensure accurate film categorization."
"{""instruction"": ""Classify the following animals as mammal or not: whale, kangaroo, mouse, snake, fish, human, koala"", ""context"": """", ""response"": ""whale - mammal\nkangaroo - mammal\nmouse - mammal\nsnake - not mammal\nfish - not mammal\nhuman - mammal\nkoala - mammal"", ""category"": ""classification""}","Definition: In this task, classify the listed animals as either ""mammal"" or ""not mammal"" based on their biological characteristics. Emphasis & Caution: - Things to avoid: -",Categorize the animals as mammal or not mammal.,Commonsense Classification,"As a task worker, I want to classify animals by mammalian status to ensure accurate biological labeling."
"{""instruction"": ""I'm preparing for a trip to Barbados. Which of these things would it be wise or unwise or dangerous to take: swimwear, fireworks, ski-jacket, sunscreen, hat, sunglasses and bike helmet."", ""context"": """", ""response"": ""You would be wise to take: sunscreen, hat, swimwear and sunglasses.\nYou would be unwise to take: ski-jacket, bike helmet\nIt would be dangerous to take: fireworks"", ""category"": ""classification""}","Definition: In this task, determine whether it would be wise, unwise, or dangerous to take the given items on a trip to Barbados. Emphasis & Caution: - Things to avoid: -","Classify the items as wise, unwise, or dangerous to take to Barbados.",Answerability Classification,"As a task worker, I want to classify items by their suitability for a trip to Barbados to ensure practical recommendations."
"{""instruction"": ""Which of these episodes of The X-Files were directed by Kim Manners?\nRedux, Redux II, Unusual Suspects, Detour, Christmas Carol, Emily, Kitsunegari"", ""context"": """", ""response"": ""Redux II, Unusual Suspects, Emily"", ""category"": ""classification""}","Definition: In this task, identify which episodes of The X-Files were directed by Kim Manners. Emphasis & Caution: - Things to avoid: -",Determine which episodes from the list were directed by Kim Manners.,Entity Relation Classification,"As a task worker, I want to identify The X-Files episodes directed by Kim Manners to ensure accurate attribution."
"{""instruction"": ""Classify these as protein, fats or carbohydrate sources: steak, yogurt, cheese, bananas, bread, pasta"", ""context"": """", ""response"": ""Steak: protein, yogurt: protein, cheese: fats, bananas: carb, bread: carb, pasta: carb"", ""category"": ""classification""}","Definition: In this task, classify the listed food items as either protein, fat, or carbohydrate sources based on their nutritional composition. Emphasis & Caution: - Things to avoid: -","Categorize the food items as protein, fat, or carbohydrate sources.",Commonsense Classification,"As a task worker, I want to classify food items by their macronutrient category to ensure accurate nutritional labeling."
"{""instruction"": ""Classify each as either an amphibian, bird, or fish: salmon, trout, salamander, cardinal, owl, falcon, frog"", ""context"": """", ""response"": ""Salmon: Fish\nTrout: Fish\nSalamander: Amphibian\nCardinal: Bird\nOwl: Bird\nFalcon: Bird\nFrog: Amphibian"", ""category"": ""classification""}","Definition: In this task, classify the listed animals as amphibians, birds, or fish based on their biological classification. Emphasis & Caution: - Things to avoid: -","Categorize each animal as an amphibian, bird, or fish.",Commonsense Classification,"As a task worker, I want to classify animals by their biological classification to ensure accurate categorization."
"{""instruction"": ""When completing a full distance triathlon for a personal best time, categorize the following as either ‘useful’, ‘not useful’, ‘dangerous’, or ‘neither’. A knife, pretzels, a bike helmet, a French horn, cowboy boots"", ""context"": """", ""response"": ""A knife is sharp and is dangerous to run, bike, and swim with, therefore a knife is considered dangerous. Pretzels are a great example of quick digesting carbohydrates and salt (to avoid cramping) so pretzels are considered useful. A bike helmet is useful to ensure that the bike portion is completed safely. There is no use for a French horn in a triathlon, especially when you’re attempting to complete it in a personal best time, therefore it’s not useful. Lastly, cowboy boots have spurs on the back which could hurt during the bike, run, and swim therefore they’re considered dangerous."", ""category"": ""classification""}","Definition: In this task, categorize the listed items for use during a full-distance triathlon as either ""useful,"" ""not useful,"" ""dangerous,"" or ""neither,"" based on their relevance and safety. Emphasis & Caution: - Things to avoid: -","Classify items as useful, not useful, dangerous, or neither for a triathlon.",Answerability Classification,"As a task worker, I want to classify items by their relevance to a triathlon to ensure accurate recommendations."
"{""instruction"": ""Of this list of countries, which of these countries shares a border with at least one other country, and which do not? New Zealand, Canada, France, Australia, Germany, Finland, Turkey and Japan."", ""context"": """", ""response"": ""Canada, France, Germany, Finland, and Turkey all share a border with other countries. New Zealand, Australia and Japan do not share a border with any other country."", ""category"": ""classification""}","Definition: In this task, determine which of the given countries share a border with other countries and which do not. Emphasis & Caution: - Things to avoid: -",Classify the countries as sharing borders or not.,Commonsense Classification,"As a task worker, I want to classify countries by their border status to ensure accurate geographical categorization."
"{""instruction"": ""Classify the following cartridge types by whether they are typically used in a pistol or a rifle: 9mm, .40 S&W, 5.56mm NATO, .45 ACP, 7.62mm NATO, 6.5mm Creedmoor, 6.5mm Grendel,  .357 Magnum"", ""context"": """", ""response"": ""9mm - Pistol\n.40 S&W - Pistol\n5.56mm NATO - Rifle\n.45 ACP - Pistol\n7.62mm NATO - Rifle\n6.5mm Creedmoor - Rifle\n6.5mm Grendel - Rifle\n.357 Magnum - Pistol"", ""category"": ""classification""}","Definition: In this task, classify the listed cartridge types as typically used in either a pistol or a rifle. Emphasis & Caution: - Things to avoid: -",Categorize cartridges as used in pistols or rifles.,Commonsense Classification,"As a task worker, I want to classify cartridge types by their typical firearm usage to ensure accurate categorization."
"{""instruction"": ""Is an apple a fruit or a vegetable"", ""context"": """", ""response"": ""A fruit"", ""category"": ""classification""}","Definition: In this task, determine whether the given item (an apple) is classified as a fruit or a vegetable. Emphasis & Caution: - Things to avoid: -",Identify whether the apple is a fruit or vegetable.,Commonsense Classification,"As a task worker, I want to classify an apple as a fruit or vegetable to ensure accurate categorization."
"{""instruction"": ""Classify the below numbers into odd or even.\n1, 4, 5, 333, 67, 88, 100"", ""context"": """", ""response"": ""Odd - 1, 5, 333, 67\nEven - 4, 88, 100"", ""category"": ""classification""}","Definition: In this task, classify the listed numbers as odd or even based on their mathematical properties. Emphasis & Caution: - Things to avoid: -",Categorize the numbers as odd or even.,Commonsense Classification,"As a task worker, I want to classify numbers as odd or even to ensure accurate mathematical categorization."
"{""instruction"": ""Is a square classified as a rectangle, or is a rectangle classified as a square?"", ""context"": """", ""response"": ""All squares are rectangles, but not all rectangles are squares. A rectangle is a 4 sided form with 4 right angles. A square has an additional requirement that all 4 sides must be equal in length. So the only rectangle that is a square is one with 4 equal sides."", ""category"": ""classification""}","Definition: In this task, classify whether a square is a rectangle or a rectangle is a square based on their geometric definitions. Emphasis & Caution: - Things to avoid: -",Determine the classification relationship between squares and rectangles.,Commonsense Classification,"As a task worker, I want to classify the relationship between squares and rectangles to ensure accurate geometric understanding."
"{""instruction"": ""Identify which animal is domesticated or wild: Guinea pig, Common"", ""context"": """", ""response"": ""Common is wild, Guinea pig is domesticated"", ""category"": ""classification""}","Definition: In this task, classify the listed animals as either domesticated or wild based on their typical status. Emphasis & Caution: - Things to avoid: -",Categorize the animals as domesticated or wild.,Commonsense Classification,"As a task worker, I want to classify animals by domestication status to ensure accurate biological categorization."
"{""instruction"": ""Categorize actions that would be effective in the event of a major earthquake as either 'effective' or 'not effective’. A. Check information via radio. B. Secure an evaculation route. C. Stay wherever you originally are. D. Use a car. E. Turn off a fire when you’re cooking."", ""context"": """", ""response"": ""A. Check information via radio., B. Secure an evaculation route., and E. Turn off a fire when you’re cooking. are effective while C. Stay wherever you originally are. and D. Use a car. are not effective."", ""category"": ""classification""}","Definition: In this task, classify the given actions as either ""effective"" or ""not effective"" in the event of a major earthquake. Emphasis & Caution: - Things to avoid: -",Determine whether the actions are effective during a major earthquake.,Answerability Classification,"As a task worker, I want to classify actions by their effectiveness during earthquakes to ensure accurate emergency preparedness recommendations."
"{""instruction"": ""Which of these are ski mountains and which are deserts: Killington, Stowe, Sahara, Kalahari, Palisades, Gobi, Northstar, and Kirkwood."", ""context"": """", ""response"": ""The deserts include: Sahara, Kalahari, and Gobi. The ski resorts are: Killington, Stowe, Palisades, Northstar, and Kirkwood."", ""category"": ""classification""}","Definition: In this task, classify the given locations as either ski mountains or deserts based on their geographical features. Emphasis & Caution: - Things to avoid: -",Categorize locations as ski mountains or deserts.,Commonsense Classification,"As a task worker, I want to classify locations by their geographic nature to ensure accurate labeling in the task."
"{""instruction"": ""Tell me if the following tourist attractions in Barcelona are free or paid: Park Güell, Parc de la Ciutadella, La Boqueria, Tibidabo, Casa Battló, La Rambla, Born Centre Cultural, La Sagrada Familia, La Pedrera, La Barceloneta, Palau de Música Catalana, Camp Nou"", ""context"": """", ""response"": ""Park Güell - paid\nParc de la Ciutadella - free\nLa Boqueria - free\nTibidabo - free\nCasa Battló - paid\nLa Rambla - free\nBorn Centre Cultural - free\nLa Sagrada Familia - paid\nLa Pedrera - paid\nLa Barceloneta - free\nPalau de Música Catalana - paid\nCamp Nou - paid"", ""category"": ""classification""}","Definition: In this task, classify the given tourist attractions in Barcelona as either free or paid based on their accessibility. Emphasis & Caution: - Things to avoid: -",Determine whether each tourist attraction is free or paid.,Answerability Classification,"As a task worker, I want to classify tourist attractions by their accessibility to provide accurate travel recommendations."
"{""instruction"": ""Are the following colours considered primary colours or not: red, orange, yellow, green, blue, indigo, violet"", ""context"": """", ""response"": ""red - primary\norange - not primary\nyellow - primary\ngreen - not primary\nblue - primary\nindigo - not primary\nviolet - not primary"", ""category"": ""classification""}","Definition: In this task, classify the given colors as either primary colors or not based on their role in the primary color system. Emphasis & Caution: - Things to avoid: -",Categorize colors as primary or not primary.,Commonsense Classification,"As a task worker, I want to classify colors by their primary status to ensure accurate color system representation."
"{""instruction"": ""What is the best password?"", ""context"": """", ""response"": ""hunter2"", ""category"": ""classification""}","Definition: In this task, determine the best password from the given information. Emphasis & Caution: - Things to avoid: -",Identify the best password.,Commonsense Classification,"As a task worker, I want to classify information about passwords to determine the best option."
"{""instruction"": ""In the game Dungeons and Dragons, players can be spell casters or non-spell casters. Sort this list into those two categories: Wizard, Bard, Ranger, Barbarian, Cleric, Druid, Rogue, Sorcerer, Warlock, Fighter and Monk."", ""context"": """", ""response"": ""In D&D the casters are the Bard, Cleric, Druid, Sorcerer, Warlock, and Wizard. The Rogue, Fighter, Barbarian, Monk and Ranger are non-spell casters."", ""category"": ""classification""}","Definition: In this task, sort the given Dungeons & Dragons character classes into either spell casters or non-spell casters based on their abilities. Emphasis & Caution: - Things to avoid: -",Categorize Dungeons & Dragons classes as spell casters or non-spell casters.,Entity Relation Classification,"As a task worker, I want to classify Dungeons & Dragons classes by their spell-casting abilities to ensure accurate gameplay categorization."
"{""instruction"": ""Categorize these world leaders as male or female: Angela Merkel, Margaret Thatcher, Ronald Reagan, Vladimir Putin, Mao Tse Tung, Winston Churchill, Queen Elizabeth I"", ""context"": """", ""response"": ""Angela Merkel - Female\nMargaret Thatcher - Female\nRonald Reagan - Male\nVladimir Putin - Male\nMao Tse Tung - Male\nWinston Churchill - Male\nQueen Elizabeth I - Female"", ""category"": ""classification""}","Definition: In this task, classify the given world leaders as either male or female based on their gender. Emphasis & Caution: - Things to avoid: -",Categorize world leaders as male or female.,Gender Classification,"As a task worker, I want to classify world leaders by gender to ensure accurate historical representation."
"{""instruction"": ""Classify each of the following as \""Motorized\"" or \""Not Motorized\"": Bicycle, Skateboard, Car, Lawn Mower, Tractor, Golf Cart"", ""context"": """", ""response"": ""Bicycle: Not Motorized\nSkateboard: Not Motorized\nCar: Motorized\nLawn Mower: Motorized\nTractor: Motorized\nGolf Cart: Motorized"", ""category"": ""classification""}","Definition: In this task, classify the given items as either ""Motorized"" or ""Not Motorized"" based on whether they rely on a motor for operation. Emphasis & Caution: - Things to avoid: -",Categorize items as motorized or not motorized.,Commonsense Classification,"As a task worker, I want to classify items by motorization status to ensure accurate categorization."
"{""instruction"": ""Identify which instrument is string or woodwind: Veena, Mizmar"", ""context"": """", ""response"": ""Mizmar is woodwind, Veena is string."", ""category"": ""classification""}","Definition: In this task, classify the listed instruments as either string or woodwind based on their primary method of sound production. Emphasis & Caution: - Things to avoid: -",Classify the instruments as string or woodwind.,Commonsense Classification,"As a task worker, I want to classify instruments as string or woodwind to ensure accurate categorization in the task."
"{""instruction"": ""Tell me whether these are sandwiches or cereals: Shredded wheat, honey bunches of oats, Frosted Flakes, Cheerios."", ""context"": """", ""response"": ""That is a list of cereals, not a list of sandwiches."", ""category"": ""classification""}","Definition: In this task, determine whether the given items are sandwiches or cereals based on their nature as food types. Emphasis & Caution: - Things to avoid: -",Classify the given items as sandwiches or cereals.,Commonsense Classification,"As a task worker, I want to classify food items as sandwiches or cereals to ensure accurate categorization in the task."
"{""instruction"": ""Classify each of the following as either elements or minerals: oxygen, cobalt, phosphorus, nitrogen, graphite, quartz, carbon, and clay."", ""context"": """", ""response"": ""Oxygen, cobalt, nitrogen, and carbon are elements. Phosphorus, graphite, quartz, and clay are minerals."", ""category"": ""classification""}","Definition: In this task, classify the given items as either elements or minerals based on their scientific classification. Emphasis & Caution: - Things to avoid: -",Classify items as elements or minerals.,Commonsense Classification,"As a task worker, I want to classify items by their scientific classification as elements or minerals to ensure accurate labeling."
"{""instruction"": ""Tell me whether these are movies or books: Gone with the wind, The Canterville Ghost, Battleship"", ""context"": """", ""response"": ""book and movie, book, movie"", ""category"": ""classification""}","Definition: In this task, classify the given titles as either movies or books based on their medium. Emphasis & Caution: - Things to avoid: -",Classify the titles as movies or books.,Commonsense Classification,"As a task worker, I want to classify titles as movies or books to ensure accurate categorization."
"{""instruction"": ""Which of the following are not noble gases: helium, sodium, neon, oxygen, argon, hydrogen, calcium, magnesium, lithium, boron, krypton, nitrogen, xenon, aluminium, radon."", ""context"": """", ""response"": ""The following are not noble gases - sodium, oxygen, hydrogen, calcium, magnesium, lithium, boron, nitrogen, aluminium."", ""category"": ""classification""}","Definition: In this task, identify which of the listed items are noble gases and which are not based on their chemical properties. Emphasis & Caution: - Things to avoid: -",Determine which items are noble gases and which are not.,Commonsense Classification,"As a task worker, I want to classify items as noble gases or not to ensure accurate chemical categorization."
"{""instruction"": ""Tell me which of the following movies are intended for adult or child audiences: The Godfather, Monsters Inc, Scream, When Harry Met Sally, Frozen II, E.T."", ""context"": """", ""response"": ""The Godfather: adult\nMonsters Inc: child\nScream: adult\nWhen Harry Met Sally: adult\nFrozen II: child\nE.T.: child"", ""category"": ""classification""}","Definition: In this task, classify the given movies as intended for either adult or child audiences based on their content and themes. Emphasis & Caution: - Things to avoid: -",Categorize movies as intended for adults or children.,Commonsense Classification,"As a task worker, I want to classify movies by their intended audience to ensure accurate content categorization."
"{""instruction"": ""Classify each of the following as characters who appear in books by Kevin Kwan or Veronica Roth: Astrid Leong-Teo, Kitty Pong, Colin Khoo, Peik Lin Goh, Charlie Wu, Caleb Prior, Beatrice Prior, Tori, Jeanine Matthews, Tobias Eaton"", ""context"": """", ""response"": ""Kevin Kwan characters: Astrid Leong-Teo, Kitty Pong, Colin Khoo, Peik Lin Goh, Charlie Wu\nVeronica Roth characters: Caleb Prior, Beatrice Prior, Tori, Jeanine Matthews, Tobias Eaton"", ""category"": ""classification""}","Definition: In this task, classify the listed characters as appearing in books by either Kevin Kwan or Veronica Roth based on their origin. Emphasis & Caution: - Things to avoid: -",Classify the characters as belonging to Kevin Kwan¡¯s or Veronica Roth¡¯s books.,Entity Relation Classification,"As a task worker, I want to classify characters by their literary origin to ensure accurate categorization."
"{""instruction"": ""Which is a species of fish? Pitbull or Tuna"", ""context"": """", ""response"": ""Tuna"", ""category"": ""classification""}","Definition: In this task, identify which of the given options is classified as a species of fish. Choose the correct option based on biological classification. Emphasis & Caution: - Things to avoid: -",Determine which option represents a species of fish.,Commonsense Classification,"As a task worker, I want to identify which option is a species of fish to ensure accurate biological categorization."
"{""instruction"": ""Identify which instrument is string or percussion: Chikara, Bamboula"", ""context"": """", ""response"": ""Bamboula is percussion, Chikara is string."", ""category"": ""classification""}","Definition: In this task, classify the listed instruments as either string or percussion based on how they produce sound. Emphasis & Caution: - Things to avoid: -",Classify the instruments as string or percussion.,Commonsense Classification,"As a task worker, I want to classify instruments as string or percussion to ensure accurate categorization in the task."
"{""instruction"": ""Which of the following are Great Lakes and Oceans: Michigan, Atlantic, Superior, Eire, Pacific, Huron, Ontario, Arctic, Indian"", ""context"": """", ""response"": ""Great Lakes: Michigan, Superior, Eire, Huron, Ontario\nOceans: Atlantic, Pacific, Indian, Arctic"", ""category"": ""classification""}","Definition: In this task, classify the listed water bodies as either Great Lakes or oceans based on their geographic classification. Emphasis & Caution: - Things to avoid: -",Categorize the water bodies as Great Lakes or oceans.,Commonsense Classification,"As a task worker, I want to classify water bodies as Great Lakes or oceans to ensure accurate geographical categorization."
"{""instruction"": ""Identify which instrument is string or woodwind: Cello, Danso"", ""context"": """", ""response"": ""Cello is string, Danso is woodwind."", ""category"": ""classification""}","Definition: In this task, classify the listed instruments as either string or woodwind based on their primary sound production method. Emphasis & Caution: - Things to avoid: -",Classify the instruments as string or woodwind.,Commonsense Classification,"As a task worker, I want to classify instruments as string or woodwind to ensure accurate categorization in the task."
"{""instruction"": ""Which items are not allowed when passing through TSA security? baby carrier, empty water bottle, dog, box cutters, baseball bat, bike, axe, cooking spray"", ""context"": """", ""response"": ""empty water bottle, box cutters, axe, cooking spray"", ""category"": ""classification""}","Definition: In this task, identify which items from the given list are not allowed through TSA security. Emphasis & Caution: - Things to avoid: -",Determine which items are prohibited by TSA security.,Answerability Classification,"As a task worker, I want to classify items as prohibited or not prohibited by TSA to ensure accurate security compliance."
"{""instruction"": ""Classify each of the following water bodies as oceans and seas: Pacific, Arabian, Caspian, Atlantic"", ""context"": """", ""response"": ""Pacific - ocean\nArabian - sea\nCaspian - sea\nAtlantic - ocean"", ""category"": ""classification""}","Definition: In this task, classify the listed water bodies as either oceans or seas. Emphasis & Caution: - Things to avoid: -",Categorize the water bodies as oceans or seas.,Commonsense Classification,"As a task worker, I want to classify water bodies as oceans or seas to ensure accurate geographical categorization."
"{""instruction"": ""Classify each of the follow as a Movie or TV Show: Friends, The Office, Departed, The Town, Breaking Bad, Braveheart"", ""context"": """", ""response"": ""Shows: Friends, The Office and Breaking Bad Movies: Departed, The Town and Braveheart"", ""category"": ""classification""}","Definition: In this task, classify the given titles as either movies or TV shows. Emphasis & Caution: - Things to avoid: -",Classify the titles as movies or TV shows.,Commonsense Classification,"As a task worker, I want to classify titles as movies or TV shows to ensure accurate categorization."
"{""instruction"": ""Who amongst these are from India: Virat Kohli, Roger Federer, Rafael Nadal, \nNovak Djokovic, Serena Williams, Andre Agassi, Sachin Tendulkar, Ricky Ponting, Anil Kumble, Harmanpreet Kaur, Mithali Raj, Sarah Taylor."", ""context"": """", ""response"": ""Virat Kohli, Sachin Tendulkar, Harmanpreet Kaur, Mithali Raj are players from India."", ""category"": ""classification""}","Definition: In this task, identify which of the listed individuals are from India based on their nationality. Emphasis & Caution: - Things to avoid: -",Determine which individuals are from India.,Commonsense Classification,"As a task worker, I want to classify individuals by nationality to ensure accurate categorization."
"{""instruction"": ""Which of the following are men scientists: Marie Curie, Elizabeth Blackwell, Jane Goodall, Rosalind Franklin, Ada Lovelace, Maria Mitchell, Archimedes, Albert Einstein, Ernest Rutherford, Alfred Nobel, Alexander Fleming, Michael Faraday, Niels Bohr, Stephen Hawking, Alan Turing."", ""context"": """", ""response"": ""Archimedes, Albert Einstein, Ernest Rutherford, Alfred Nobel, Alexander Fleming, Michael Faraday, Niels Bohr, Stephen Hawking, Alan Turing are scientists who are men."", ""category"": ""classification""}","Definition: In this task, identify which of the listed scientists are men. Assign ""men"" to those confirmed to be male scientists. Emphasis & Caution: - Things to avoid: -",Classify scientists as men or not.,Gender Classification,"As a task worker, I want to classify scientists by gender to ensure accurate representation in the task."
"{""instruction"": ""Identify which instrument is string or percussion: Kendang, Gekkin"", ""context"": """", ""response"": ""Gekkin is string, Kendang is percussion."", ""category"": ""classification""}","Definition: In this task, classify the listed instruments as either string or percussion based on their primary sound production method. Emphasis & Caution: - Things to avoid: -",Classify the instruments as string or percussion.,Commonsense Classification,"As a task worker, I want to classify instruments as string or percussion to ensure accurate categorization in the task."
"{""instruction"": ""Which of the following is a famous food in Dali County Shaanxi Province in China: Waterbasin Lamb, Roujiamo, fried dumplings"", ""context"": """", ""response"": ""Waterbasin Lamb"", ""category"": ""classification""}","Definition: In this task, identify the famous food from Dali County in Shaanxi Province, China, from the given options. Emphasis & Caution: - Things to avoid: -","Determine which food is famous in Dali County, Shaanxi Province.",Answerability Classification,"As a task worker, I want to identify the famous food from Dali County to ensure accurate regional food classification."
"{""instruction"": ""Which is a species of fish? Power or Powen"", ""context"": """", ""response"": ""Powen"", ""category"": ""classification""}","Definition: In this task, determine which of the given options is classified as a species of fish based on biological classification. Emphasis & Caution: - Things to avoid: -",Determine which option represents a species of fish.,Commonsense Classification,"As a task worker, I want to identify which option is a species of fish to ensure accurate biological categorization."
"{""instruction"": ""Classify each of these as either a green fruit or a yellow fruit: kiwi, banana, granny smith apple, starfruit, grape"", ""context"": """", ""response"": ""Green fruit: kiwi, granny smith apple, grape\nYellow fruit: Banana, starfruit"", ""category"": ""classification""}","Definition: In this task, classify the listed fruits as either green or yellow based on their typical color when ripe. Emphasis & Caution: - Things to avoid: -",Categorize the fruits as green or yellow.,Commonsense Classification,"As a task worker, I want to classify fruits by their color to ensure accurate visual categorization."
"{""instruction"": ""List some titles from Ray Bradbury."", ""context"": """", ""response"": ""Fahrenheit 451, The Martian Chronicles, Dandelion Wine, Something Wicked This Way Comes, The Halloween Tree"", ""category"": ""classification""}","Definition: In this task, list some notable titles written by Ray Bradbury. Provide titles from his body of work as examples. Emphasis & Caution: - Things to avoid: -",List notable titles by Ray Bradbury.,Commonsense Classification,"As a task worker, I want to identify notable works by Ray Bradbury to ensure accurate literary representation."
"{""instruction"": ""Are these cities or countries: Tokyo, Riyadh, Florence, Monteverde, Nafplio"", ""context"": """", ""response"": ""cities"", ""category"": ""classification""}","Definition: In this task, classify the listed names as either cities or countries based on their geographical nature. Emphasis & Caution: - Things to avoid: -",Classify the names as cities or countries.,Commonsense Classification,"As a task worker, I want to classify names as cities or countries to ensure accurate geographical categorization."
"{""instruction"": ""Tell me whether these are metals or non-metals: Sodium, Helium, Aluminum, Chlorine, Gold"", ""context"": """", ""response"": ""Metals: Sodium, Aluminium, Gold\nNon-Metals: Chlorine, Helium"", ""category"": ""classification""}","Definition: In this task, classify the listed elements as either metals or non-metals based on their chemical properties. Emphasis & Caution: - Things to avoid: -",Categorize the elements as metals or non-metals.,Commonsense Classification,"As a task worker, I want to classify elements as metals or non-metals to ensure accurate chemical categorization."
"{""instruction"": ""Identify which animal species is alive or extinct: Hovasaurus, Green Turtle"", ""context"": """", ""response"": ""Green Turtle is alive, Hovasaurus is extinct."", ""category"": ""classification""}","Definition: In this task, classify the listed animal species as either alive or extinct based on their current biological status. Emphasis & Caution: - Things to avoid: -",Classify the animals as alive or extinct.,Commonsense Classification,"As a task worker, I want to classify animals by their biological status to ensure accurate categorization."
"{""instruction"": ""Tell me whether these are states or cities: Massachusetts, Denver, Wyoming, Los Angeles, Miami, and Alabama."", ""context"": """", ""response"": ""Massachusetts, Wyoming, and Alabama are all states in the United States of America. Massachusetts is in the northeast, Wyoming is in the west, and Alabama is in the southeastern part of the county. Denver, Los Angeles, and Miami are all cities. Denver is in Colorado, Los Angeles in California, and Miami in Florida."", ""category"": ""classification""}","Definition: In this task, classify the given names as either states or cities based on their geographical designation in the United States. Emphasis & Caution: - Things to avoid: -",Classify the names as states or cities.,Commonsense Classification,"As a task worker, I want to classify locations as states or cities to ensure accurate geographical categorization."
"{""instruction"": ""Is SAS a language or a software product?"", ""context"": """", ""response"": ""SAS is both a programming language and a software product."", ""category"": ""classification""}","Definition: In this task, identify whether SAS is classified as a programming language or a software product, or both. Emphasis & Caution: - Things to avoid: -","Determine whether SAS is a programming language, a software product, or both.",Commonsense Classification,"As a task worker, I want to classify SAS as a language, software, or both to ensure accurate technological classification."
"{""instruction"": ""Can you tell me which of the following are days and which are months? Monday, Tuesday, Wednesday, October, March, February."", ""context"": """", ""response"": ""Monday, Tuesday and Wednesday are days, while October, March and February are months."", ""category"": ""classification""}","Definition: In this task, classify the given names as either days of the week or months of the year based on their temporal nature. Emphasis & Caution: - Things to avoid: -",Classify the names as days or months.,Commonsense Classification,"As a task worker, I want to classify names as days or months to ensure accurate time-related categorization."
"{""instruction"": ""Tell me whether each of these wines is red or white: Merlot, Pinot Noir, Pinot Gris, Malbec, Syrah, Riesling, Chardonnay"", ""context"": """", ""response"": ""Merlot: Red\nPinot Noir: Red\nPinot Gris: White\nMalbec: Red\nSyrah: Red\nRiesling: White\nChardonnay: White"", ""category"": ""classification""}","Definition: In this task, classify the listed wines as either red or white based on their type. Emphasis & Caution: - Things to avoid: -",Classify wines as red or white.,Commonsense Classification,"As a task worker, I want to classify wines by type to ensure accurate categorization in the task."
"{""instruction"": ""Classify each of the following as either a dog or cat: Golden Retriever, Domestic Short Hair, Black Labrador Retriever, Siamese, Dachshund, Ragdoll"", ""context"": """", ""response"": ""Golden Retriever: Dog\nDomestic Short Hair: Cat\nBlack Labrador Retriever: Dog\nSiamese: Cat\nDachshund: Dog\nRagdoll: Cat"", ""category"": ""classification""}","Definition: In this task, classify the listed animals as either dogs or cats based on their species. Emphasis & Caution: - Things to avoid: -",Classify animals as dogs or cats.,Commonsense Classification,"As a task worker, I want to classify animals by species to ensure accurate categorization in the task."
